trades,pnl,win_rate,pf,sharpe,max_dd,strategy,params
4110,598391.5,39.05109489051095,1.0454024044420025,0.22361246251818467,-520375.0,Keltner,"{'ema_period': 20, 'kelt_mult': 1.5, 'target_rr': 3.0}"
3577,-164830.0,34.498182834777744,0.9709210937182999,-0.14823618174574715,-549330.0,Engulfing,"{'min_body_pct': 30.0, 'target_rr': 2.0}"
3436,-270035.0,34.313154831199064,0.9516065874610998,-0.2500888126784851,-582195.0,Engulfing,"{'min_body_pct': 50.0, 'target_rr': 2.0}"
3436,-431445.0,27.910360884749707,0.9294845340605333,-0.3530011396120098,-661255.0,Engulfing,"{'min_body_pct': 50.0, 'target_rr': 3.0}"
2852,-350872.0,33.450210378681625,0.9271601721806049,-0.37321385678955543,-498415.0,Engulfing,"{'min_body_pct': 70.0, 'target_rr': 2.0}"
3577,-360195.0,27.84456248252726,0.9421998849437596,-0.2863907147455428,-639380.0,Engulfing,"{'min_body_pct': 30.0, 'target_rr': 3.0}"
5444,-205580.0,34.66201322556943,0.9761021430535156,-0.12200695083945905,-703415.0,Engulfing,"{'min_body_pct': 50.0, 'max_trades_per_day': 2}"
5887,-204280.0,34.7885170715135,0.9776304824645453,-0.11471037052699493,-596245.0,Engulfing,"{'min_body_pct': 30.0, 'max_trades_per_day': 2}"
4090,30925.0,36.72371638141809,1.0062134451519054,0.03073452816460401,-321920.0,Exhaustion,"{'consecutive_bars': 3, 'target_rr': 2.0}"
3769,-107405.0,35.44706818784824,0.9750433062129747,-0.12479855404605676,-294480.0,Exhaustion,"{'consecutive_bars': 4, 'target_rr': 2.0}"
2692,-283270.0,35.0668647845468,0.9135610339597999,-0.4427972357409691,-341925.0,Exhaustion,"{'consecutive_bars': 5, 'target_rr': 2.0}"
2692,-199290.0,29.45765230312036,0.9440007081048502,-0.2645528169562029,-275270.0,Exhaustion,"{'consecutive_bars': 5, 'target_rr': 3.0}"
1553,-547980.0,33.16162266580812,0.7511534549153528,-1.4647108330578356,-564205.0,Exhaustion,"{'consecutive_bars': 6, 'target_rr': 2.0}"
3769,-232145.0,29.503847174316792,0.9510996238918713,-0.23318383231364742,-312925.0,Exhaustion,"{'consecutive_bars': 4, 'target_rr': 3.0}"
