trades,pnl,win_rate,pf,sharpe,max_dd,strategy,params
4108,345328.5,35.19961051606621,1.0376144515583712,0.20198831048424512,-298675.0,HHBreakout,"{'lookback': 20, 'target_rr': 2.0}"
4108,800828.0,30.720545277507306,1.0821542369299517,0.40782311559683515,-270590.0,HHBreakout,"{'lookback': 20, 'target_rr': 3.0}"
4072,712728.0,31.164047151277014,1.0744306311734817,0.3729931084826432,-266550.0,HHBreakout,"{'lookback': 30, 'target_rr': 3.0}"
4123,437783.0,30.050933786078097,1.0432662012420986,0.21843594777804415,-306405.0,HHBreakout,"{'lookback': 10, 'target_rr': 3.0}"
4108,653113.5,28.79746835443038,1.0926887264397962,0.445726816853112,-242485.0,HHBreakout,"{'lookback': 20, 'stop_atr_mult': 1.0, 'target_rr': 3.0}"
4108,482286.5,34.73709834469328,1.0406598186578655,0.2087449902561204,-341070.0,HHBreakout,"{'lookback': 20, 'stop_atr_mult': 2.0, 'target_rr': 3.0}"
4019,775163.0,31.201791490420504,1.0829326744335954,0.41298928383746486,-266655.0,HHBreakout,"{'lookback': 40, 'target_rr': 3.0}"
4118,86465.0,43.61340456532297,1.0314294178478673,0.14658305060167645,-138695.0,FirstPB,"{'breakout_lookback': 10, 'target_rr': 2.0}"
4098,180920.0,44.094680331869206,1.068846501450792,0.3101066692878639,-119535.0,FirstPB,"{'breakout_lookback': 20, 'target_rr': 2.0}"
4098,149270.0,41.58125915080527,1.0533119518845973,0.23730608055877722,-115950.0,FirstPB,"{'breakout_lookback': 20, 'target_rr': 3.0}"
4057,264615.0,42.1740202119793,1.0980111821234182,0.4286317578066763,-124915.0,FirstPB,"{'breakout_lookback': 30, 'target_rr': 3.0}"
4118,10245.0,40.82078678970374,1.003482395970006,0.016167499403302265,-140460.0,FirstPB,"{'breakout_lookback': 10, 'target_rr': 3.0}"
4098,200590.0,39.53147877013177,1.0689950504074213,0.29228805875146535,-97230.0,FirstPB,"{'breakout_lookback': 20, 'target_rr': 4.0}"
4004,254990.0,42.45754245754246,1.0960805148610357,0.42018643272182926,-110580.0,FirstPB,"{'breakout_lookback': 40, 'target_rr': 3.0}"
4117,-73440.0,34.588292445955794,0.9859944351527472,-0.07312153908179181,-318510.0,TrendAccel,"{'accel_mult': 1.0, 'target_rr': 2.0}"
4013,568360.0,35.75878395215549,1.0957282232019168,0.47471171130623974,-165445.0,TrendAccel,"{'accel_mult': 1.5, 'target_rr': 2.0}"
4013,444795.0,30.575629205083477,1.0691943312280265,0.3286225078452121,-263635.0,TrendAccel,"{'accel_mult': 1.5, 'target_rr': 3.0}"
2318,314635.5,34.72821397756687,1.0769387176207932,0.3674732186636144,-184145.0,TrendAccel,"{'accel_mult': 2.0, 'target_rr': 3.0}"
4071,972760.0,31.048882338491772,1.137992081584364,0.6288726072521864,-181935.0,TrendAccel,"{'accel_mult': 1.5, 'ema_period': 10, 'target_rr': 3.0}"
3333,-8960.0,31.893189318931892,0.9981113402844162,-0.009287098833304894,-378415.0,TrendAccel,"{'accel_mult': 1.5, 'ema_period': 50, 'target_rr': 3.0}"
2318,429595.5,33.64969801553063,1.1038702720215867,0.464795238702963,-191350.0,TrendAccel,"{'accel_mult': 2.0, 'target_rr': 4.0}"
4117,157439.5,28.32159339324751,1.0275415293434376,0.13088454012846915,-234050.0,TrendAccel,"{'accel_mult': 1.0, 'target_rr': 3.0}"
